Comunidades autónomas;Tipo de dato;Periodo;Total
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM47;37.251
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM46;36.450
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM45;35.689
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM44;34.930
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM43;34.182
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM42;33.425
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM41;32.671
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM40;31.930
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM39;31.164
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM38;30.412
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM37;29.691
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM36;28.956
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM35;28.219
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM34;27.490
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM33;26.804
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM32;26.015
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM31;25.286
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM30;24.497
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM29;23.695
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM28;22.949
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM27;22.276
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM26;21.506
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM25;20.744
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM24;19.987
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM23;19.226
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM22;18.510
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM21;17.792
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM20;17.085
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM19;16.347
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM18;15.533
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM17;14.797
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM16;14.088
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM15;13.264
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM14;12.435
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM13;11.684
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM12;10.869
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM11;10.020
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM10;9.210
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM09;8.321
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM08;7.485
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM07;6.613
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM06;5.673
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM05;4.787
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM04;3.867
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM03;2.915
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM02;1.915
10 Comunitat Valenciana;Acumulado en lo que va de año;2014SM01;976
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM52;40.376
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM51;39.454
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM50;38.572
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM49;37.729
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM48;36.858
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM47;35.971
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM46;35.164
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM45;34.454
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM44;33.674
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM43;32.999
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM42;32.312
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM41;31.573
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM40;30.938
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM39;30.168
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM38;29.486
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM37;28.759
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM36;28.125
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM35;27.480
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM34;26.851
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM33;26.209
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM32;25.541
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM31;24.790
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM30;24.060
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM29;23.327
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM28;22.597
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM27;21.844
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM26;21.105
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM25;20.397
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM24;19.691
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM23;18.933
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM22;18.194
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM21;17.508
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM20;16.778
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM19;16.061
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM18;15.277
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM17;14.569
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM16;13.885
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM15;13.165
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM14;12.394
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM13;11.637
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM12;10.836
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM11;9.988
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM10;9.138
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM09;8.233
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM08;7.314
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM07;6.320
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM06;5.366
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM05;4.426
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM04;3.518
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM03;2.623
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM02;1.719
10 Comunitat Valenciana;Acumulado en lo que va de año;2013SM01;859
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM52;42.061
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM51;41.249
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM50;40.405
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM49;39.494
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM48;38.651
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM47;37.908
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM46;37.093
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM45;36.275
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM44;35.496
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM43;34.740
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM42;34.069
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM41;33.306
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM40;32.581
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM39;31.867
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM38;31.198
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM37;30.468
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM36;29.754
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM35;29.051
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM34;28.353
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM33;27.553
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM32;26.859
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM31;26.099
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM30;25.359
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM29;24.615
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM28;23.910
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM27;23.207
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM26;22.536
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM25;21.800
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM24;21.116
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM23;20.446
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM22;19.756
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM21;19.052
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM20;18.311
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM19;17.585
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM18;16.800
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM17;16.055
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM16;15.309
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM15;14.499
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM14;13.672
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM13;12.814
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM12;11.962
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM11;11.184
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM10;10.258
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM09;9.302
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM08;8.120
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM07;6.881
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM06;5.613
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM05;4.512
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM04;3.560
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM03;2.677
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM02;1.818
10 Comunitat Valenciana;Acumulado en lo que va de año;2012SM01;920
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM52;40.635
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM51;39.784
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM50;38.830
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM49;38.014
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM48;37.169
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM47;36.391
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM46;35.662
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM45;34.871
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM44;34.180
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM43;33.445
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM42;32.651
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM41;31.866
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM40;31.143
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM39;30.423
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM38;29.738
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM37;29.100
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM36;28.406
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM35;27.693
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM34;26.937
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM33;26.186
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM32;25.485
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM31;24.766
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM30;24.057
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM29;23.343
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM28;22.661
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM27;21.911
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM26;21.188
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM25;20.438
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM24;19.681
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM23;18.978
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM22;18.278
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM21;17.538
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM20;16.739
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM19;16.004
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM18;15.264
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM17;14.510
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM16;13.771
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM15;13.017
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM14;12.252
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM13;11.498
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM12;10.681
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM11;9.861
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM10;9.014
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM09;8.217
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM08;7.390
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM07;6.511
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM06;5.625
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM05;4.713
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM04;3.790
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM03;2.853
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM02;1.940
10 Comunitat Valenciana;Acumulado en lo que va de año;2011SM01;1.014
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM52;40.037
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM51;39.047
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM50;38.192
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM49;37.380
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM48;36.571
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM47;35.698
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM46;34.867
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM45;34.071
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM44;33.260
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM43;32.476
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM42;31.751
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM41;31.057
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM40;30.383
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM39;29.749
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM38;29.004
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM37;28.369
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM36;27.685
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM35;26.961
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM34;26.274
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM33;25.503
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM32;24.807
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM31;24.092
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM30;23.454
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM29;22.785
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM28;22.012
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM27;21.235
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM26;20.490
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM25;19.770
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM24;19.090
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM23;18.478
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM22;17.752
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM21;17.022
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM20;16.286
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM19;15.539
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM18;14.822
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM17;14.105
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM16;13.376
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM15;12.606
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM14;11.821
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM13;11.052
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM12;10.283
10 Comunitat Valenciana;Acumulado en lo que va de año;2010SM11;9.454
