Provincias;Sexo;Periodo;Total
31 Navarra;Hombres;1993;2.454
31 Navarra;Hombres;1992;2.366
31 Navarra;Hombres;1991;2.472
31 Navarra;Hombres;1990;2.311
31 Navarra;Hombres;1989;2.311
31 Navarra;Hombres;1988;2.223
31 Navarra;Hombres;1987;2.220
31 Navarra;Hombres;1986;2.220
31 Navarra;Hombres;1985;2.363
31 Navarra;Hombres;1984;2.211
31 Navarra;Hombres;1983;2.280
31 Navarra;Hombres;1982;2.222
31 Navarra;Hombres;1981;2.308
31 Navarra;Hombres;1980;2.332
31 Navarra;Hombres;1979;2.270
31 Navarra;Hombres;1978;2.309
31 Navarra;Hombres;1977;2.262
31 Navarra;Hombres;1976;2.347
31 Navarra;Hombres;1975;2.346
31 Navarra;Mujeres;2018;2.867
31 Navarra;Mujeres;2017;2.878
31 Navarra;Mujeres;2016;2.816
31 Navarra;Mujeres;2015;2.843
31 Navarra;Mujeres;2014;2.715
31 Navarra;Mujeres;2013;2.588
31 Navarra;Mujeres;2012;2.618
31 Navarra;Mujeres;2011;2.611
31 Navarra;Mujeres;2010;2.459
31 Navarra;Mujeres;2009;2.485
31 Navarra;Mujeres;2008;2.566
31 Navarra;Mujeres;2007;2.447
31 Navarra;Mujeres;2006;2.342
31 Navarra;Mujeres;2005;2.511
31 Navarra;Mujeres;2004;2.402
31 Navarra;Mujeres;2003;2.507
31 Navarra;Mujeres;2002;2.293
31 Navarra;Mujeres;2001;2.228
31 Navarra;Mujeres;2000;2.346
31 Navarra;Mujeres;1999;2.360
31 Navarra;Mujeres;1998;2.225
31 Navarra;Mujeres;1997;2.143
31 Navarra;Mujeres;1996;2.166
31 Navarra;Mujeres;1995;2.109
31 Navarra;Mujeres;1994;2.075
31 Navarra;Mujeres;1993;2.061
31 Navarra;Mujeres;1992;1.887
31 Navarra;Mujeres;1991;2.045
31 Navarra;Mujeres;1990;2.057
31 Navarra;Mujeres;1989;1.910
31 Navarra;Mujeres;1988;1.856
31 Navarra;Mujeres;1987;1.857
31 Navarra;Mujeres;1986;1.933
31 Navarra;Mujeres;1985;1.883
31 Navarra;Mujeres;1984;1.835
31 Navarra;Mujeres;1983;1.884
31 Navarra;Mujeres;1982;1.889
31 Navarra;Mujeres;1981;1.811
31 Navarra;Mujeres;1980;1.811
31 Navarra;Mujeres;1979;1.823
31 Navarra;Mujeres;1978;1.852
31 Navarra;Mujeres;1977;1.921
31 Navarra;Mujeres;1976;1.913
31 Navarra;Mujeres;1975;2.019
32 Ourense;Total;2018;4.736
32 Ourense;Total;2017;4.693
32 Ourense;Total;2016;4.666
32 Ourense;Total;2015;4.672
32 Ourense;Total;2014;4.400
32 Ourense;Total;2013;4.541
32 Ourense;Total;2012;4.731
32 Ourense;Total;2011;4.636
32 Ourense;Total;2010;4.619
32 Ourense;Total;2009;4.514
32 Ourense;Total;2008;4.706
32 Ourense;Total;2007;4.764
32 Ourense;Total;2006;4.671
32 Ourense;Total;2005;4.682
32 Ourense;Total;2004;4.403
32 Ourense;Total;2003;4.699
32 Ourense;Total;2002;4.447
32 Ourense;Total;2001;4.444
32 Ourense;Total;2000;4.545
32 Ourense;Total;1999;4.625
32 Ourense;Total;1998;4.549
32 Ourense;Total;1997;4.524
32 Ourense;Total;1996;4.549
32 Ourense;Total;1995;4.509
32 Ourense;Total;1994;4.257
32 Ourense;Total;1993;4.263
32 Ourense;Total;1992;4.207
32 Ourense;Total;1991;4.221
32 Ourense;Total;1990;4.375
32 Ourense;Total;1989;4.139
32 Ourense;Total;1988;4.131
32 Ourense;Total;1987;3.997
32 Ourense;Total;1986;4.284
32 Ourense;Total;1985;4.195
32 Ourense;Total;1984;4.040
32 Ourense;Total;1983;4.134
32 Ourense;Total;1982;3.857
32 Ourense;Total;1981;4.171
32 Ourense;Total;1980;4.204
32 Ourense;Total;1979;4.223
32 Ourense;Total;1978;4.355
32 Ourense;Total;1977;4.286
32 Ourense;Total;1976;4.410
32 Ourense;Total;1975;4.514
32 Ourense;Hombres;2018;2.399
32 Ourense;Hombres;2017;2.331
32 Ourense;Hombres;2016;2.293
32 Ourense;Hombres;2015;2.359
32 Ourense;Hombres;2014;2.269
32 Ourense;Hombres;2013;2.325
32 Ourense;Hombres;2012;2.352
32 Ourense;Hombres;2011;2.303
32 Ourense;Hombres;2010;2.313
32 Ourense;Hombres;2009;2.298
32 Ourense;Hombres;2008;2.354
32 Ourense;Hombres;2007;2.429
32 Ourense;Hombres;2006;2.407
32 Ourense;Hombres;2005;2.361
32 Ourense;Hombres;2004;2.277
32 Ourense;Hombres;2003;2.382
32 Ourense;Hombres;2002;2.267
32 Ourense;Hombres;2001;2.218
32 Ourense;Hombres;2000;2.333
32 Ourense;Hombres;1999;2.350
32 Ourense;Hombres;1998;2.348
32 Ourense;Hombres;1997;2.388
32 Ourense;Hombres;1996;2.345
32 Ourense;Hombres;1995;2.304
32 Ourense;Hombres;1994;2.227
32 Ourense;Hombres;1993;2.172
32 Ourense;Hombres;1992;2.191
32 Ourense;Hombres;1991;2.187
32 Ourense;Hombres;1990;2.205
32 Ourense;Hombres;1989;2.148
32 Ourense;Hombres;1988;2.144
32 Ourense;Hombres;1987;2.071
32 Ourense;Hombres;1986;2.255
32 Ourense;Hombres;1985;2.201
32 Ourense;Hombres;1984;2.059
32 Ourense;Hombres;1983;2.153
32 Ourense;Hombres;1982;1.958
32 Ourense;Hombres;1981;2.141
32 Ourense;Hombres;1980;2.202
32 Ourense;Hombres;1979;2.166
32 Ourense;Hombres;1978;2.236
32 Ourense;Hombres;1977;2.228
32 Ourense;Hombres;1976;2.275
32 Ourense;Hombres;1975;2.261
32 Ourense;Mujeres;2018;2.337
32 Ourense;Mujeres;2017;2.362
32 Ourense;Mujeres;2016;2.373
32 Ourense;Mujeres;2015;2.313
32 Ourense;Mujeres;2014;2.131
32 Ourense;Mujeres;2013;2.216
32 Ourense;Mujeres;2012;2.379
32 Ourense;Mujeres;2011;2.333
32 Ourense;Mujeres;2010;2.306
32 Ourense;Mujeres;2009;2.216
32 Ourense;Mujeres;2008;2.352
32 Ourense;Mujeres;2007;2.335
32 Ourense;Mujeres;2006;2.264
32 Ourense;Mujeres;2005;2.321
32 Ourense;Mujeres;2004;2.126
32 Ourense;Mujeres;2003;2.317
32 Ourense;Mujeres;2002;2.180
32 Ourense;Mujeres;2001;2.226
32 Ourense;Mujeres;2000;2.212
32 Ourense;Mujeres;1999;2.275
32 Ourense;Mujeres;1998;2.201
32 Ourense;Mujeres;1997;2.136
32 Ourense;Mujeres;1996;2.204
32 Ourense;Mujeres;1995;2.205
32 Ourense;Mujeres;1994;2.030
32 Ourense;Mujeres;1993;2.091
32 Ourense;Mujeres;1992;2.016
32 Ourense;Mujeres;1991;2.034
32 Ourense;Mujeres;1990;2.170
32 Ourense;Mujeres;1989;1.991
32 Ourense;Mujeres;1988;1.987
32 Ourense;Mujeres;1987;1.926
32 Ourense;Mujeres;1986;2.029
32 Ourense;Mujeres;1985;1.994
32 Ourense;Mujeres;1984;1.981
32 Ourense;Mujeres;1983;1.981
32 Ourense;Mujeres;1982;1.899
32 Ourense;Mujeres;1981;2.030
32 Ourense;Mujeres;1980;2.002
32 Ourense;Mujeres;1979;2.057
32 Ourense;Mujeres;1978;2.119
32 Ourense;Mujeres;1977;2.058
32 Ourense;Mujeres;1976;2.135
32 Ourense;Mujeres;1975;2.253
34 Palencia;Total;2018;2.170
34 Palencia;Total;2017;2.137
34 Palencia;Total;2016;2.097
34 Palencia;Total;2015;2.156
34 Palencia;Total;2014;2.162
34 Palencia;Total;2013;2.025
34 Palencia;Total;2012;2.092
34 Palencia;Total;2011;1.973
34 Palencia;Total;2010;2.012
34 Palencia;Total;2009;2.060
34 Palencia;Total;2008;1.944
34 Palencia;Total;2007;2.062
34 Palencia;Total;2006;1.913
34 Palencia;Total;2005;2.049
34 Palencia;Total;2004;1.940
34 Palencia;Total;2003;2.019
34 Palencia;Total;2002;1.901
34 Palencia;Total;2001;1.920
34 Palencia;Total;2000;1.993
34 Palencia;Total;1999;2.025
34 Palencia;Total;1998;1.970
34 Palencia;Total;1997;1.851
34 Palencia;Total;1996;1.957
34 Palencia;Total;1995;1.854
34 Palencia;Total;1994;1.790
34 Palencia;Total;1993;2.006
34 Palencia;Total;1992;1.860
34 Palencia;Total;1991;1.865
34 Palencia;Total;1990;1.870
34 Palencia;Total;1989;1.789
34 Palencia;Total;1988;1.695
34 Palencia;Total;1987;1.790
34 Palencia;Total;1986;1.798
34 Palencia;Total;1985;1.863
34 Palencia;Total;1984;1.701
34 Palencia;Total;1983;1.753
34 Palencia;Total;1982;1.743
34 Palencia;Total;1981;1.828
34 Palencia;Total;1980;1.762
34 Palencia;Total;1979;1.856
34 Palencia;Total;1978;1.839
34 Palencia;Total;1977;1.891
34 Palencia;Total;1976;1.892
34 Palencia;Total;1975;1.911
34 Palencia;Hombres;2018;1.053
34 Palencia;Hombres;2017;1.075
34 Palencia;Hombres;2016;1.089
34 Palencia;Hombres;2015;1.064
34 Palencia;Hombres;2014;1.094
34 Palencia;Hombres;2013;1.000
34 Palencia;Hombres;2012;1.055
34 Palencia;Hombres;2011;970
34 Palencia;Hombres;2010;1.042
34 Palencia;Hombres;2009;1.071
34 Palencia;Hombres;2008;997
34 Palencia;Hombres;2007;1.087
34 Palencia;Hombres;2006;1.005
34 Palencia;Hombres;2005;1.062
34 Palencia;Hombres;2004;1.031
34 Palencia;Hombres;2003;1.052
34 Palencia;Hombres;2002;1.024
34 Palencia;Hombres;2001;997
34 Palencia;Hombres;2000;1.060
34 Palencia;Hombres;1999;1.062
34 Palencia;Hombres;1998;1.070
34 Palencia;Hombres;1997;983
34 Palencia;Hombres;1996;1.065
34 Palencia;Hombres;1995;977
34 Palencia;Hombres;1994;980
34 Palencia;Hombres;1993;1.060
34 Palencia;Hombres;1992;994
34 Palencia;Hombres;1991;988
34 Palencia;Hombres;1990;1.024
34 Palencia;Hombres;1989;1.005
34 Palencia;Hombres;1988;910
34 Palencia;Hombres;1987;936
34 Palencia;Hombres;1986;953
34 Palencia;Hombres;1985;1.022
34 Palencia;Hombres;1984;933
34 Palencia;Hombres;1983;955
34 Palencia;Hombres;1982;956
34 Palencia;Hombres;1981;986
34 Palencia;Hombres;1980;940
34 Palencia;Hombres;1979;1.007
34 Palencia;Hombres;1978;981
34 Palencia;Hombres;1977;984
34 Palencia;Hombres;1976;1.009
34 Palencia;Hombres;1975;1.012
34 Palencia;Mujeres;2018;1.117
34 Palencia;Mujeres;2017;1.062
34 Palencia;Mujeres;2016;1.008
34 Palencia;Mujeres;2015;1.092
34 Palencia;Mujeres;2014;1.068
34 Palencia;Mujeres;2013;1.025
34 Palencia;Mujeres;2012;1.037
34 Palencia;Mujeres;2011;1.003
34 Palencia;Mujeres;2010;970
34 Palencia;Mujeres;2009;989
34 Palencia;Mujeres;2008;947
34 Palencia;Mujeres;2007;975
34 Palencia;Mujeres;2006;908
34 Palencia;Mujeres;2005;987
34 Palencia;Mujeres;2004;909
34 Palencia;Mujeres;2003;967
34 Palencia;Mujeres;2002;877
34 Palencia;Mujeres;2001;923
34 Palencia;Mujeres;2000;933
34 Palencia;Mujeres;1999;963
34 Palencia;Mujeres;1998;900
34 Palencia;Mujeres;1997;868
34 Palencia;Mujeres;1996;892
34 Palencia;Mujeres;1995;877
34 Palencia;Mujeres;1994;810
34 Palencia;Mujeres;1993;946
34 Palencia;Mujeres;1992;866
34 Palencia;Mujeres;1991;877
34 Palencia;Mujeres;1990;846
34 Palencia;Mujeres;1989;784
34 Palencia;Mujeres;1988;785
34 Palencia;Mujeres;1987;854
34 Palencia;Mujeres;1986;845
34 Palencia;Mujeres;1985;841
34 Palencia;Mujeres;1984;768
34 Palencia;Mujeres;1983;798
34 Palencia;Mujeres;1982;787
34 Palencia;Mujeres;1981;842
34 Palencia;Mujeres;1980;822
34 Palencia;Mujeres;1979;849
34 Palencia;Mujeres;1978;858
34 Palencia;Mujeres;1977;907
34 Palencia;Mujeres;1976;883
34 Palencia;Mujeres;1975;899
35 Palmas, Las;Total;2018;8.056
35 Palmas, Las;Total;2017;7.503
35 Palmas, Las;Total;2016;7.424
35 Palmas, Las;Total;2015;7.340
35 Palmas, Las;Total;2014;7.052
35 Palmas, Las;Total;2013;6.765
35 Palmas, Las;Total;2012;6.871
35 Palmas, Las;Total;2011;6.507
35 Palmas, Las;Total;2010;6.227
35 Palmas, Las;Total;2009;6.154
35 Palmas, Las;Total;2008;6.693
35 Palmas, Las;Total;2007;6.247
35 Palmas, Las;Total;2006;6.181
35 Palmas, Las;Total;2005;6.246
35 Palmas, Las;Total;2004;6.077
35 Palmas, Las;Total;2003;6.078
35 Palmas, Las;Total;2002;5.963
35 Palmas, Las;Total;2001;5.959
35 Palmas, Las;Total;2000;6.009
35 Palmas, Las;Total;1999;6.100
35 Palmas, Las;Total;1998;5.700
35 Palmas, Las;Total;1997;5.441
35 Palmas, Las;Total;1996;5.350
35 Palmas, Las;Total;1995;5.084
35 Palmas, Las;Total;1994;5.143
35 Palmas, Las;Total;1993;5.372
35 Palmas, Las;Total;1992;5.121
35 Palmas, Las;Total;1991;5.166
35 Palmas, Las;Total;1990;5.000
35 Palmas, Las;Total;1989;5.031
35 Palmas, Las;Total;1988;5.078
35 Palmas, Las;Total;1987;4.728
35 Palmas, Las;Total;1986;4.498
35 Palmas, Las;Total;1985;4.689
35 Palmas, Las;Total;1984;4.367
35 Palmas, Las;Total;1983;4.510
35 Palmas, Las;Total;1982;4.416
35 Palmas, Las;Total;1981;4.219
35 Palmas, Las;Total;1980;4.229
35 Palmas, Las;Total;1979;4.434
35 Palmas, Las;Total;1978;4.429
35 Palmas, Las;Total;1977;4.113
35 Palmas, Las;Total;1976;4.353
35 Palmas, Las;Total;1975;3.845
35 Palmas, Las;Hombres;2018;4.377
35 Palmas, Las;Hombres;2017;4.041
35 Palmas, Las;Hombres;2016;4.003
35 Palmas, Las;Hombres;2015;3.898
35 Palmas, Las;Hombres;2014;3.778
35 Palmas, Las;Hombres;2013;3.698
35 Palmas, Las;Hombres;2012;3.763
35 Palmas, Las;Hombres;2011;3.611
35 Palmas, Las;Hombres;2010;3.459
35 Palmas, Las;Hombres;2009;3.424
35 Palmas, Las;Hombres;2008;3.732
35 Palmas, Las;Hombres;2007;3.502
35 Palmas, Las;Hombres;2006;3.434
35 Palmas, Las;Hombres;2005;3.514
35 Palmas, Las;Hombres;2004;3.391
35 Palmas, Las;Hombres;2003;3.451
35 Palmas, Las;Hombres;2002;3.368
35 Palmas, Las;Hombres;2001;3.361
35 Palmas, Las;Hombres;2000;3.376
35 Palmas, Las;Hombres;1999;3.403
35 Palmas, Las;Hombres;1998;3.177
35 Palmas, Las;Hombres;1997;3.115
35 Palmas, Las;Hombres;1996;3.021
35 Palmas, Las;Hombres;1995;2.913
35 Palmas, Las;Hombres;1994;2.942
35 Palmas, Las;Hombres;1993;3.006
35 Palmas, Las;Hombres;1992;2.899
35 Palmas, Las;Hombres;1991;2.913
35 Palmas, Las;Hombres;1990;2.838
35 Palmas, Las;Hombres;1989;2.854
35 Palmas, Las;Hombres;1988;2.826
35 Palmas, Las;Hombres;1987;2.641
35 Palmas, Las;Hombres;1986;2.434
35 Palmas, Las;Hombres;1985;2.662
35 Palmas, Las;Hombres;1984;2.498
35 Palmas, Las;Hombres;1983;2.540
35 Palmas, Las;Hombres;1982;2.434
35 Palmas, Las;Hombres;1981;2.360
35 Palmas, Las;Hombres;1980;2.318
35 Palmas, Las;Hombres;1979;2.503
35 Palmas, Las;Hombres;1978;2.427
35 Palmas, Las;Hombres;1977;2.238
35 Palmas, Las;Hombres;1976;2.337
35 Palmas, Las;Hombres;1975;2.035
35 Palmas, Las;Mujeres;2018;3.679
35 Palmas, Las;Mujeres;2017;3.462
35 Palmas, Las;Mujeres;2016;3.421
35 Palmas, Las;Mujeres;2015;3.442
35 Palmas, Las;Mujeres;2014;3.274
35 Palmas, Las;Mujeres;2013;3.067
35 Palmas, Las;Mujeres;2012;3.108
35 Palmas, Las;Mujeres;2011;2.896
35 Palmas, Las;Mujeres;2010;2.768
35 Palmas, Las;Mujeres;2009;2.730
35 Palmas, Las;Mujeres;2008;2.961
35 Palmas, Las;Mujeres;2007;2.745
35 Palmas, Las;Mujeres;2006;2.747
35 Palmas, Las;Mujeres;2005;2.732
35 Palmas, Las;Mujeres;2004;2.686
35 Palmas, Las;Mujeres;2003;2.627
35 Palmas, Las;Mujeres;2002;2.595
35 Palmas, Las;Mujeres;2001;2.598
35 Palmas, Las;Mujeres;2000;2.633
35 Palmas, Las;Mujeres;1999;2.697
35 Palmas, Las;Mujeres;1998;2.523
35 Palmas, Las;Mujeres;1997;2.326
35 Palmas, Las;Mujeres;1996;2.329
35 Palmas, Las;Mujeres;1995;2.171
35 Palmas, Las;Mujeres;1994;2.201
35 Palmas, Las;Mujeres;1993;2.366
35 Palmas, Las;Mujeres;1992;2.222
35 Palmas, Las;Mujeres;1991;2.253
35 Palmas, Las;Mujeres;1990;2.162
35 Palmas, Las;Mujeres;1989;2.177
35 Palmas, Las;Mujeres;1988;2.252
35 Palmas, Las;Mujeres;1987;2.087
35 Palmas, Las;Mujeres;1986;2.064
35 Palmas, Las;Mujeres;1985;2.027
35 Palmas, Las;Mujeres;1984;1.869
35 Palmas, Las;Mujeres;1983;1.970
35 Palmas, Las;Mujeres;1982;1.982
35 Palmas, Las;Mujeres;1981;1.859
35 Palmas, Las;Mujeres;1980;1.911
35 Palmas, Las;Mujeres;1979;1.931
35 Palmas, Las;Mujeres;1978;2.002
35 Palmas, Las;Mujeres;1977;1.875
35 Palmas, Las;Mujeres;1976;2.016
35 Palmas, Las;Mujeres;1975;1.810
36 Pontevedra;Total;2018;9.499
36 Pontevedra;Total;2017;9.438
36 Pontevedra;Total;2016;9.322
36 Pontevedra;Total;2015;9.289
36 Pontevedra;Total;2014;8.609
36 Pontevedra;Total;2013;8.804
36 Pontevedra;Total;2012;9.090
36 Pontevedra;Total;2011;8.716
36 Pontevedra;Total;2010;8.637
36 Pontevedra;Total;2009;8.641
36 Pontevedra;Total;2008;8.438
36 Pontevedra;Total;2007;8.635
36 Pontevedra;Total;2006;8.442
36 Pontevedra;Total;2005;8.406
36 Pontevedra;Total;2004;8.082
36 Pontevedra;Total;2003;8.375
36 Pontevedra;Total;2002;8.171
36 Pontevedra;Total;2001;7.977
36 Pontevedra;Total;2000;8.260
36 Pontevedra;Total;1999;8.145
36 Pontevedra;Total;1998;7.883
36 Pontevedra;Total;1997;7.978
36 Pontevedra;Total;1996;8.121
36 Pontevedra;Total;1995;7.959
36 Pontevedra;Total;1994;7.886
36 Pontevedra;Total;1993;7.680
36 Pontevedra;Total;1992;7.404
36 Pontevedra;Total;1991;7.862
36 Pontevedra;Total;1990;7.874
36 Pontevedra;Total;1989;7.570
36 Pontevedra;Total;1988;7.427
36 Pontevedra;Total;1987;7.043
36 Pontevedra;Total;1986;7.531
36 Pontevedra;Total;1985;7.202
36 Pontevedra;Total;1984;7.107
36 Pontevedra;Total;1983;7.158
36 Pontevedra;Total;1982;6.877
36 Pontevedra;Total;1981;7.093
36 Pontevedra;Total;1980;6.883
36 Pontevedra;Total;1979;7.126
36 Pontevedra;Total;1978;7.096
36 Pontevedra;Total;1977;7.214
36 Pontevedra;Total;1976;7.130
36 Pontevedra;Total;1975;6.850
36 Pontevedra;Hombres;2018;4.675
36 Pontevedra;Hombres;2017;4.684
36 Pontevedra;Hombres;2016;4.661
36 Pontevedra;Hombres;2015;4.468
36 Pontevedra;Hombres;2014;4.321
36 Pontevedra;Hombres;2013;4.351
36 Pontevedra;Hombres;2012;4.477
36 Pontevedra;Hombres;2011;4.384
36 Pontevedra;Hombres;2010;4.335
36 Pontevedra;Hombres;2009;4.316
36 Pontevedra;Hombres;2008;4.228
36 Pontevedra;Hombres;2007;4.458
36 Pontevedra;Hombres;2006;4.291
36 Pontevedra;Hombres;2005;4.223
36 Pontevedra;Hombres;2004;4.093
36 Pontevedra;Hombres;2003;4.134
36 Pontevedra;Hombres;2002;4.119
36 Pontevedra;Hombres;2001;3.994
36 Pontevedra;Hombres;2000;4.134
36 Pontevedra;Hombres;1999;4.119
36 Pontevedra;Hombres;1998;4.037
36 Pontevedra;Hombres;1997;3.979
36 Pontevedra;Hombres;1996;4.138
36 Pontevedra;Hombres;1995;4.067
36 Pontevedra;Hombres;1994;3.955
36 Pontevedra;Hombres;1993;3.899
36 Pontevedra;Hombres;1992;3.838
36 Pontevedra;Hombres;1991;3.937
36 Pontevedra;Hombres;1990;3.976
36 Pontevedra;Hombres;1989;3.848
36 Pontevedra;Hombres;1988;3.783
36 Pontevedra;Hombres;1987;3.562
36 Pontevedra;Hombres;1986;3.876
36 Pontevedra;Hombres;1985;3.667
36 Pontevedra;Hombres;1984;3.545
36 Pontevedra;Hombres;1983;3.529
36 Pontevedra;Hombres;1982;3.442
36 Pontevedra;Hombres;1981;3.500
36 Pontevedra;Hombres;1980;3.448
36 Pontevedra;Hombres;1979;3.593
36 Pontevedra;Hombres;1978;3.600
36 Pontevedra;Hombres;1977;3.544
36 Pontevedra;Hombres;1976;3.576
36 Pontevedra;Hombres;1975;3.351
36 Pontevedra;Mujeres;2018;4.824
36 Pontevedra;Mujeres;2017;4.754
36 Pontevedra;Mujeres;2016;4.661
36 Pontevedra;Mujeres;2015;4.821
36 Pontevedra;Mujeres;2014;4.288
36 Pontevedra;Mujeres;2013;4.453
36 Pontevedra;Mujeres;2012;4.613
36 Pontevedra;Mujeres;2011;4.332
36 Pontevedra;Mujeres;2010;4.302
36 Pontevedra;Mujeres;2009;4.325
36 Pontevedra;Mujeres;2008;4.210
36 Pontevedra;Mujeres;2007;4.177
36 Pontevedra;Mujeres;2006;4.151
36 Pontevedra;Mujeres;2005;4.183
36 Pontevedra;Mujeres;2004;3.989
36 Pontevedra;Mujeres;2003;4.241
36 Pontevedra;Mujeres;2002;4.052
36 Pontevedra;Mujeres;2001;3.983
36 Pontevedra;Mujeres;2000;4.126
36 Pontevedra;Mujeres;1999;4.026
36 Pontevedra;Mujeres;1998;3.846
36 Pontevedra;Mujeres;1997;3.999
36 Pontevedra;Mujeres;1996;3.983
36 Pontevedra;Mujeres;1995;3.892
36 Pontevedra;Mujeres;1994;3.931
36 Pontevedra;Mujeres;1993;3.781
36 Pontevedra;Mujeres;1992;3.566
36 Pontevedra;Mujeres;1991;3.925
36 Pontevedra;Mujeres;1990;3.898
36 Pontevedra;Mujeres;1989;3.722
36 Pontevedra;Mujeres;1988;3.644
36 Pontevedra;Mujeres;1987;3.481
36 Pontevedra;Mujeres;1986;3.655
36 Pontevedra;Mujeres;1985;3.535
36 Pontevedra;Mujeres;1984;3.562
36 Pontevedra;Mujeres;1983;3.629
36 Pontevedra;Mujeres;1982;3.435
36 Pontevedra;Mujeres;1981;3.593
36 Pontevedra;Mujeres;1980;3.435
36 Pontevedra;Mujeres;1979;3.533
36 Pontevedra;Mujeres;1978;3.496
36 Pontevedra;Mujeres;1977;3.670
36 Pontevedra;Mujeres;1976;3.554
36 Pontevedra;Mujeres;1975;3.499
26 Rioja, La;Total;2018;3.205
26 Rioja, La;Total;2017;3.052
26 Rioja, La;Total;2016;2.967
26 Rioja, La;Total;2015;3.093
26 Rioja, La;Total;2014;2.886
26 Rioja, La;Total;2013;2.871
26 Rioja, La;Total;2012;3.023
26 Rioja, La;Total;2011;2.885
26 Rioja, La;Total;2010;2.855
26 Rioja, La;Total;2009;2.745
26 Rioja, La;Total;2008;2.860
26 Rioja, La;Total;2007;2.846
26 Rioja, La;Total;2006;2.653
26 Rioja, La;Total;2005;2.862
26 Rioja, La;Total;2004;2.666
26 Rioja, La;Total;2003;2.728
26 Rioja, La;Total;2002;2.634
26 Rioja, La;Total;2001;2.526
26 Rioja, La;Total;2000;2.544
26 Rioja, La;Total;1999;2.772
26 Rioja, La;Total;1998;2.588
26 Rioja, La;Total;1997;2.523
26 Rioja, La;Total;1996;2.549
26 Rioja, La;Total;1995;2.564
26 Rioja, La;Total;1994;2.436
26 Rioja, La;Total;1993;2.491
26 Rioja, La;Total;1992;2.447
26 Rioja, La;Total;1991;2.439
26 Rioja, La;Total;1990;2.556
26 Rioja, La;Total;1989;2.316
26 Rioja, La;Total;1988;2.361
26 Rioja, La;Total;1987;2.325
26 Rioja, La;Total;1986;2.257
26 Rioja, La;Total;1985;2.371
26 Rioja, La;Total;1984;2.104
26 Rioja, La;Total;1983;2.111
26 Rioja, La;Total;1982;2.134
26 Rioja, La;Total;1981;2.273
26 Rioja, La;Total;1980;2.202
26 Rioja, La;Total;1979;2.194
26 Rioja, La;Total;1978;2.214
26 Rioja, La;Total;1977;2.303
26 Rioja, La;Total;1976;2.235
26 Rioja, La;Total;1975;2.307
26 Rioja, La;Hombres;2018;1.667
26 Rioja, La;Hombres;2017;1.532
26 Rioja, La;Hombres;2016;1.530
26 Rioja, La;Hombres;2015;1.600
26 Rioja, La;Hombres;2014;1.499
26 Rioja, La;Hombres;2013;1.478
26 Rioja, La;Hombres;2012;1.608
26 Rioja, La;Hombres;2011;1.494
26 Rioja, La;Hombres;2010;1.457
26 Rioja, La;Hombres;2009;1.453
26 Rioja, La;Hombres;2008;1.509
26 Rioja, La;Hombres;2007;1.532
26 Rioja, La;Hombres;2006;1.446
26 Rioja, La;Hombres;2005;1.526
26 Rioja, La;Hombres;2004;1.360
26 Rioja, La;Hombres;2003;1.464
26 Rioja, La;Hombres;2002;1.418
26 Rioja, La;Hombres;2001;1.357
26 Rioja, La;Hombres;2000;1.388
26 Rioja, La;Hombres;1999;1.480
26 Rioja, La;Hombres;1998;1.390
26 Rioja, La;Hombres;1997;1.344
26 Rioja, La;Hombres;1996;1.356
26 Rioja, La;Hombres;1995;1.360
26 Rioja, La;Hombres;1994;1.303
26 Rioja, La;Hombres;1993;1.323
26 Rioja, La;Hombres;1992;1.313
26 Rioja, La;Hombres;1991;1.322
26 Rioja, La;Hombres;1990;1.387
26 Rioja, La;Hombres;1989;1.251
26 Rioja, La;Hombres;1988;1.263
26 Rioja, La;Hombres;1987;1.264
26 Rioja, La;Hombres;1986;1.199
26 Rioja, La;Hombres;1985;1.278
26 Rioja, La;Hombres;1984;1.103
26 Rioja, La;Hombres;1983;1.196
26 Rioja, La;Hombres;1982;1.159
26 Rioja, La;Hombres;1981;1.250
26 Rioja, La;Hombres;1980;1.191
26 Rioja, La;Hombres;1979;1.168
26 Rioja, La;Hombres;1978;1.193
26 Rioja, La;Hombres;1977;1.215
26 Rioja, La;Hombres;1976;1.194
26 Rioja, La;Hombres;1975;1.218
26 Rioja, La;Mujeres;2018;1.538
26 Rioja, La;Mujeres;2017;1.520
26 Rioja, La;Mujeres;2016;1.437
26 Rioja, La;Mujeres;2015;1.493
26 Rioja, La;Mujeres;2014;1.387
26 Rioja, La;Mujeres;2013;1.393
26 Rioja, La;Mujeres;2012;1.415
26 Rioja, La;Mujeres;2011;1.391
26 Rioja, La;Mujeres;2010;1.398
26 Rioja, La;Mujeres;2009;1.292
26 Rioja, La;Mujeres;2008;1.351
26 Rioja, La;Mujeres;2007;1.314
26 Rioja, La;Mujeres;2006;1.207
26 Rioja, La;Mujeres;2005;1.336
26 Rioja, La;Mujeres;2004;1.306
26 Rioja, La;Mujeres;2003;1.264
26 Rioja, La;Mujeres;2002;1.216
26 Rioja, La;Mujeres;2001;1.169
26 Rioja, La;Mujeres;2000;1.156
26 Rioja, La;Mujeres;1999;1.292
26 Rioja, La;Mujeres;1998;1.198
26 Rioja, La;Mujeres;1997;1.179
26 Rioja, La;Mujeres;1996;1.193
26 Rioja, La;Mujeres;1995;1.204
26 Rioja, La;Mujeres;1994;1.133
26 Rioja, La;Mujeres;1993;1.168
