Comunidades y Ciudades Autónomas;Periodo;Total
05 Canarias;2014M10;1.141
05 Canarias;2014M09;1.076
05 Canarias;2014M08;1.095
05 Canarias;2014M07;1.099
05 Canarias;2014M06;1.112
05 Canarias;2014M05;1.152
05 Canarias;2014M04;1.176
05 Canarias;2014M03;1.450
05 Canarias;2014M02;1.331
05 Canarias;2014M01;1.349
05 Canarias;2013M12;1.203
05 Canarias;2013M11;1.112
05 Canarias;2013M10;1.104
05 Canarias;2013M09;1.029
05 Canarias;2013M08;1.080
05 Canarias;2013M07;1.026
05 Canarias;2013M06;1.053
05 Canarias;2013M05;1.093
05 Canarias;2013M04;1.189
05 Canarias;2013M03;1.232
05 Canarias;2013M02;1.229
05 Canarias;2013M01;1.271
05 Canarias;2012M12;1.194
05 Canarias;2012M11;1.082
05 Canarias;2012M10;1.082
05 Canarias;2012M09;965
05 Canarias;2012M08;1.060
05 Canarias;2012M07;1.072
05 Canarias;2012M06;1.064
05 Canarias;2012M05;1.145
05 Canarias;2012M04;1.195
05 Canarias;2012M03;1.405
05 Canarias;2012M02;1.393
05 Canarias;2012M01;1.424
05 Canarias;2011M12;1.178
05 Canarias;2011M11;1.064
05 Canarias;2011M10;1.059
05 Canarias;2011M09;1.002
05 Canarias;2011M08;1.001
05 Canarias;2011M07;1.004
05 Canarias;2011M06;1.130
05 Canarias;2011M05;1.152
05 Canarias;2011M04;1.140
05 Canarias;2011M03;1.233
05 Canarias;2011M02;1.276
05 Canarias;2011M01;1.326
05 Canarias;2010M12;1.121
05 Canarias;2010M11;1.118
05 Canarias;2010M10;1.044
05 Canarias;2010M09;1.027
05 Canarias;2010M08;1.042
05 Canarias;2010M07;1.014
05 Canarias;2010M06;1.039
05 Canarias;2010M05;1.057
05 Canarias;2010M04;1.041
05 Canarias;2010M03;1.122
05 Canarias;2010M02;1.096
05 Canarias;2010M01;1.080
05 Canarias;2009M12;1.036
05 Canarias;2009M11;820
05 Canarias;2009M10;981
05 Canarias;2009M09;1.070
05 Canarias;2009M08;1.044
05 Canarias;2009M07;1.037
05 Canarias;2009M06;963
05 Canarias;2009M05;1.079
05 Canarias;2009M04;1.118
05 Canarias;2009M03;1.183
05 Canarias;2009M02;1.197
05 Canarias;2009M01;1.368
05 Canarias;2008M12;1.391
05 Canarias;2008M11;1.079
05 Canarias;2008M10;1.004
05 Canarias;2008M09;1.029
05 Canarias;2008M08;1.057
05 Canarias;2008M07;977
05 Canarias;2008M06;1.033
05 Canarias;2008M05;1.070
05 Canarias;2008M04;1.161
05 Canarias;2008M03;1.184
05 Canarias;2008M02;1.148
05 Canarias;2008M01;1.329
05 Canarias;2007M12;1.123
05 Canarias;2007M11;989
05 Canarias;2007M10;1.052
05 Canarias;2007M09;931
05 Canarias;2007M08;1.068
05 Canarias;2007M07;1.061
05 Canarias;2007M06;991
05 Canarias;2007M05;1.109
05 Canarias;2007M04;1.103
05 Canarias;2007M03;1.226
05 Canarias;2007M02;1.178
05 Canarias;2007M01;1.311
05 Canarias;2006M12;1.062
05 Canarias;2006M11;990
05 Canarias;2006M10;950
05 Canarias;2006M09;1.050
05 Canarias;2006M08;1.021
05 Canarias;2006M07;1.050
05 Canarias;2006M06;970
05 Canarias;2006M05;1.002
05 Canarias;2006M04;1.073
05 Canarias;2006M03;1.144
05 Canarias;2006M02;1.123
05 Canarias;2006M01;1.257
05 Canarias;2005M12;1.176
05 Canarias;2005M11;1.019
05 Canarias;2005M10;926
05 Canarias;2005M09;927
05 Canarias;2005M08;992
05 Canarias;2005M07;989
05 Canarias;2005M06;917
05 Canarias;2005M05;1.034
05 Canarias;2005M04;940
05 Canarias;2005M03;1.194
05 Canarias;2005M02;1.322
05 Canarias;2005M01;1.363
05 Canarias;2004M12;1.075
05 Canarias;2004M11;1.037
05 Canarias;2004M10;985
05 Canarias;2004M09;897
05 Canarias;2004M08;1.024
05 Canarias;2004M07;1.062
05 Canarias;2004M06;998
05 Canarias;2004M05;1.009
05 Canarias;2004M04;1.048
05 Canarias;2004M03;1.099
05 Canarias;2004M02;1.068
05 Canarias;2004M01;1.215
05 Canarias;2003M12;1.171
05 Canarias;2003M11;1.008
05 Canarias;2003M10;976
05 Canarias;2003M09;914
05 Canarias;2003M08;1.019
05 Canarias;2003M07;983
05 Canarias;2003M06;907
05 Canarias;2003M05;1.055
05 Canarias;2003M04;998
05 Canarias;2003M03;1.067
05 Canarias;2003M02;985
05 Canarias;2003M01;1.258
05 Canarias;2002M12;1.000
05 Canarias;2002M11;905
05 Canarias;2002M10;963
05 Canarias;2002M09;853
05 Canarias;2002M08;884
05 Canarias;2002M07;868
05 Canarias;2002M06;926
05 Canarias;2002M05;981
05 Canarias;2002M04;1.017
05 Canarias;2002M03;1.220
05 Canarias;2002M02;1.090
05 Canarias;2002M01;1.156
05 Canarias;2001M12;1.015
05 Canarias;2001M11;948
05 Canarias;2001M10;1.014
05 Canarias;2001M09;896
05 Canarias;2001M08;975
05 Canarias;2001M07;920
05 Canarias;2001M06;899
05 Canarias;2001M05;1.056
05 Canarias;2001M04;976
05 Canarias;2001M03;1.109
05 Canarias;2001M02;966
05 Canarias;2001M01;1.154
05 Canarias;2000M12;951
05 Canarias;2000M11;964
05 Canarias;2000M10;894
05 Canarias;2000M09;849
05 Canarias;2000M08;905
05 Canarias;2000M07;906
05 Canarias;2000M06;916
05 Canarias;2000M05;932
05 Canarias;2000M04;1.037
05 Canarias;2000M03;1.018
05 Canarias;2000M02;1.143
05 Canarias;2000M01;1.515
05 Canarias;1999M12;1.113
05 Canarias;1999M11;925
05 Canarias;1999M10;925
05 Canarias;1999M09;894
05 Canarias;1999M08;929
05 Canarias;1999M07;937
05 Canarias;1999M06;832
05 Canarias;1999M05;887
05 Canarias;1999M04;977
05 Canarias;1999M03;1.166
05 Canarias;1999M02;1.188
05 Canarias;1999M01;1.226
05 Canarias;1998M12;1.070
05 Canarias;1998M11;871
05 Canarias;1998M10;870
05 Canarias;1998M09;872
05 Canarias;1998M08;936
05 Canarias;1998M07;940
05 Canarias;1998M06;885
05 Canarias;1998M05;973
05 Canarias;1998M04;882
05 Canarias;1998M03;1.289
05 Canarias;1998M02;1.057
05 Canarias;1998M01;1.079
05 Canarias;1997M12;915
05 Canarias;1997M11;842
05 Canarias;1997M10;850
05 Canarias;1997M09;825
05 Canarias;1997M08;868
05 Canarias;1997M07;861
05 Canarias;1997M06;869
05 Canarias;1997M05;894
05 Canarias;1997M04;874
05 Canarias;1997M03;1.077
05 Canarias;1997M02;978
05 Canarias;1997M01;1.179
05 Canarias;1996M12;1.058
05 Canarias;1996M11;862
05 Canarias;1996M10;849
05 Canarias;1996M09;849
05 Canarias;1996M08;850
05 Canarias;1996M07;830
05 Canarias;1996M06;858
05 Canarias;1996M05;885
05 Canarias;1996M04;916
05 Canarias;1996M03;1.046
05 Canarias;1996M02;974
05 Canarias;1996M01;1.069
05 Canarias;1995M12;925
05 Canarias;1995M11;827
05 Canarias;1995M10;773
05 Canarias;1995M09;824
05 Canarias;1995M08;818
05 Canarias;1995M07;797
05 Canarias;1995M06;790
05 Canarias;1995M05;870
05 Canarias;1995M04;868
05 Canarias;1995M03;1.032
05 Canarias;1995M02;885
05 Canarias;1995M01;955
05 Canarias;1994M12;912
05 Canarias;1994M11;788
05 Canarias;1994M10;794
05 Canarias;1994M09;795
05 Canarias;1994M08;809
05 Canarias;1994M07;869
05 Canarias;1994M06;788
05 Canarias;1994M05;808
05 Canarias;1994M04;871
05 Canarias;1994M03;977
05 Canarias;1994M02;913
05 Canarias;1994M01;1.092
05 Canarias;1993M12;1.031
05 Canarias;1993M11;858
05 Canarias;1993M10;881
05 Canarias;1993M09;812
05 Canarias;1993M08;815
05 Canarias;1993M07;757
05 Canarias;1993M06;776
05 Canarias;1993M05;826
05 Canarias;1993M04;919
05 Canarias;1993M03;1.065
05 Canarias;1993M02;905
05 Canarias;1993M01;999
05 Canarias;1992M12;846
05 Canarias;1992M11;825
05 Canarias;1992M10;799
05 Canarias;1992M09;780
05 Canarias;1992M08;837
05 Canarias;1992M07;808
05 Canarias;1992M06;739
05 Canarias;1992M05;835
05 Canarias;1992M04;873
05 Canarias;1992M03;916
05 Canarias;1992M02;914
05 Canarias;1992M01;1.085
05 Canarias;1991M12;1.010
05 Canarias;1991M11;816
05 Canarias;1991M10;845
05 Canarias;1991M09;750
05 Canarias;1991M08;824
05 Canarias;1991M07;740
05 Canarias;1991M06;781
05 Canarias;1991M05;825
05 Canarias;1991M04;822
05 Canarias;1991M03;919
05 Canarias;1991M02;906
05 Canarias;1991M01;965
05 Canarias;1990M12;881
05 Canarias;1990M11;772
05 Canarias;1990M10;797
05 Canarias;1990M09;725
05 Canarias;1990M08;836
05 Canarias;1990M07;763
05 Canarias;1990M06;751
05 Canarias;1990M05;831
05 Canarias;1990M04;853
05 Canarias;1990M03;939
05 Canarias;1990M02;868
05 Canarias;1990M01;1.054
05 Canarias;1989M12;911
05 Canarias;1989M11;766
05 Canarias;1989M10;787
05 Canarias;1989M09;802
05 Canarias;1989M08;857
05 Canarias;1989M07;774
05 Canarias;1989M06;745
05 Canarias;1989M05;798
05 Canarias;1989M04;827
05 Canarias;1989M03;920
05 Canarias;1989M02;888
05 Canarias;1989M01;1.001
05 Canarias;1988M12;937
05 Canarias;1988M11;784
05 Canarias;1988M10;725
05 Canarias;1988M09;758
05 Canarias;1988M08;794
05 Canarias;1988M07;746
05 Canarias;1988M06;811
05 Canarias;1988M05;842
05 Canarias;1988M04;842
05 Canarias;1988M03;988
05 Canarias;1988M02;882
05 Canarias;1988M01;974
05 Canarias;1987M12;882
05 Canarias;1987M11;771
05 Canarias;1987M10;788
05 Canarias;1987M09;831
05 Canarias;1987M08;786
05 Canarias;1987M07;659
05 Canarias;1987M06;756
05 Canarias;1987M05;794
05 Canarias;1987M04;761
05 Canarias;1987M03;811
05 Canarias;1987M02;825
05 Canarias;1987M01;891
05 Canarias;1986M12;796
05 Canarias;1986M11;731
05 Canarias;1986M10;674
05 Canarias;1986M09;683
05 Canarias;1986M08;725
05 Canarias;1986M07;692
05 Canarias;1986M06;681
05 Canarias;1986M05;795
05 Canarias;1986M04;781
05 Canarias;1986M03;881
05 Canarias;1986M02;836
05 Canarias;1986M01;940
05 Canarias;1985M12;833
05 Canarias;1985M11;754
05 Canarias;1985M10;753
05 Canarias;1985M09;666
05 Canarias;1985M08;747
05 Canarias;1985M07;727
05 Canarias;1985M06;675
05 Canarias;1985M05;759
05 Canarias;1985M04;821
05 Canarias;1985M03;932
05 Canarias;1985M02;890
05 Canarias;1985M01;899
05 Canarias;1984M12;893
05 Canarias;1984M11;700
05 Canarias;1984M10;711
05 Canarias;1984M09;731
05 Canarias;1984M08;727
05 Canarias;1984M07;785
05 Canarias;1984M06;671
05 Canarias;1984M05;791
05 Canarias;1984M04;755
05 Canarias;1984M03;794
05 Canarias;1984M02;763
05 Canarias;1984M01;800
05 Canarias;1983M12;755
05 Canarias;1983M11;691
05 Canarias;1983M10;675
05 Canarias;1983M09;704
05 Canarias;1983M08;639
05 Canarias;1983M07;702
05 Canarias;1983M06;665
05 Canarias;1983M05;746
05 Canarias;1983M04;765
05 Canarias;1983M03;866
05 Canarias;1983M02;842
05 Canarias;1983M01;935
05 Canarias;1982M12;843
05 Canarias;1982M11;748
05 Canarias;1982M10;764
05 Canarias;1982M09;681
05 Canarias;1982M08;691
05 Canarias;1982M07;722
05 Canarias;1982M06;689
05 Canarias;1982M05;791
05 Canarias;1982M04;716
05 Canarias;1982M03;719
05 Canarias;1982M02;685
05 Canarias;1982M01;761
05 Canarias;1981M12;797
05 Canarias;1981M11;706
05 Canarias;1981M10;714
05 Canarias;1981M09;667
05 Canarias;1981M08;699
05 Canarias;1981M07;743
05 Canarias;1981M06;703
05 Canarias;1981M05;726
05 Canarias;1981M04;722
05 Canarias;1981M03;787
05 Canarias;1981M02;734
05 Canarias;1981M01;727
05 Canarias;1980M12;786
05 Canarias;1980M11;629
05 Canarias;1980M10;675
05 Canarias;1980M09;605
05 Canarias;1980M08;718
05 Canarias;1980M07;692
05 Canarias;1980M06;665
05 Canarias;1980M05;699
05 Canarias;1980M04;667
05 Canarias;1980M03;924
05 Canarias;1980M02;706
05 Canarias;1980M01;807
05 Canarias;1979M12;762
05 Canarias;1979M11;705
05 Canarias;1979M10;707
05 Canarias;1979M09;626
05 Canarias;1979M08;695
05 Canarias;1979M07;700
05 Canarias;1979M06;659
05 Canarias;1979M05;721
05 Canarias;1979M04;761
05 Canarias;1979M03;809
05 Canarias;1979M02;738
05 Canarias;1979M01;924
05 Canarias;1978M12;822
05 Canarias;1978M11;741
05 Canarias;1978M10;668
05 Canarias;1978M09;660
05 Canarias;1978M08;713
05 Canarias;1978M07;760
05 Canarias;1978M06;363
05 Canarias;1978M05;1.074
05 Canarias;1978M04;731
05 Canarias;1978M03;781
05 Canarias;1978M02;720
05 Canarias;1978M01;820
05 Canarias;1977M12;758
05 Canarias;1977M11;641
05 Canarias;1977M10;686
05 Canarias;1977M09;632
05 Canarias;1977M08;621
05 Canarias;1977M07;625
05 Canarias;1977M06;655
05 Canarias;1977M05;688
05 Canarias;1977M04;697
05 Canarias;1977M03;795
05 Canarias;1977M02;670
05 Canarias;1977M01;699
05 Canarias;1976M12;758
05 Canarias;1976M11;635
05 Canarias;1976M10;669
05 Canarias;1976M09;645
05 Canarias;1976M08;920
05 Canarias;1976M07;612
05 Canarias;1976M06;685
05 Canarias;1976M05;698
05 Canarias;1976M04;758
05 Canarias;1976M03;760
05 Canarias;1976M02;792
05 Canarias;1976M01;852
05 Canarias;1975M12;733
05 Canarias;1975M11;694
05 Canarias;1975M10;611
05 Canarias;1975M09;576
05 Canarias;1975M08;565
05 Canarias;1975M07;654
05 Canarias;1975M06;585
05 Canarias;1975M05;683
05 Canarias;1975M04;613
05 Canarias;1975M03;693
05 Canarias;1975M02;702
05 Canarias;1975M01;866
06 Cantabria;2018M12;516
06 Cantabria;2018M11;474
06 Cantabria;2018M10;479
06 Cantabria;2018M09;454
06 Cantabria;2018M08;442
06 Cantabria;2018M07;458
06 Cantabria;2018M06;458
06 Cantabria;2018M05;482
06 Cantabria;2018M04;490
06 Cantabria;2018M03;539
06 Cantabria;2018M02;573
06 Cantabria;2018M01;731
06 Cantabria;2017M12;555
06 Cantabria;2017M11;489
06 Cantabria;2017M10;472
06 Cantabria;2017M09;452
06 Cantabria;2017M08;444
06 Cantabria;2017M07;434
06 Cantabria;2017M06;449
06 Cantabria;2017M05;485
06 Cantabria;2017M04;444
06 Cantabria;2017M03;505
06 Cantabria;2017M02;517
06 Cantabria;2017M01;712
06 Cantabria;2016M12;582
06 Cantabria;2016M11;510
06 Cantabria;2016M10;449
06 Cantabria;2016M09;407
06 Cantabria;2016M08;470
06 Cantabria;2016M07;482
06 Cantabria;2016M06;443
06 Cantabria;2016M05;446
06 Cantabria;2016M04;491
06 Cantabria;2016M03;545
06 Cantabria;2016M02;519
06 Cantabria;2016M01;592
06 Cantabria;2015M12;516
06 Cantabria;2015M11;506
06 Cantabria;2015M10;460
06 Cantabria;2015M09;428
06 Cantabria;2015M08;467
06 Cantabria;2015M07;483
06 Cantabria;2015M06;434
06 Cantabria;2015M05;447
06 Cantabria;2015M04;491
06 Cantabria;2015M03;558
06 Cantabria;2015M02;581
06 Cantabria;2015M01;670
06 Cantabria;2014M12;557
06 Cantabria;2014M11;539
06 Cantabria;2014M10;428
06 Cantabria;2014M09;474
06 Cantabria;2014M08;442
06 Cantabria;2014M07;480
06 Cantabria;2014M06;441
06 Cantabria;2014M05;446
06 Cantabria;2014M04;427
06 Cantabria;2014M03;524
06 Cantabria;2014M02;526
06 Cantabria;2014M01;615
06 Cantabria;2013M12;528
06 Cantabria;2013M11;443
06 Cantabria;2013M10;492
06 Cantabria;2013M09;408
06 Cantabria;2013M08;401
06 Cantabria;2013M07;462
06 Cantabria;2013M06;437
06 Cantabria;2013M05;467
06 Cantabria;2013M04;450
06 Cantabria;2013M03;528
06 Cantabria;2013M02;464
06 Cantabria;2013M01;523
06 Cantabria;2012M12;509
06 Cantabria;2012M11;471
06 Cantabria;2012M10;445
06 Cantabria;2012M09;394
06 Cantabria;2012M08;426
06 Cantabria;2012M07;418
06 Cantabria;2012M06;421
06 Cantabria;2012M05;486
06 Cantabria;2012M04;493
06 Cantabria;2012M03;578
06 Cantabria;2012M02;627
06 Cantabria;2012M01;544
06 Cantabria;2011M12;551
06 Cantabria;2011M11;449
06 Cantabria;2011M10;458
06 Cantabria;2011M09;395
06 Cantabria;2011M08;425
06 Cantabria;2011M07;431
06 Cantabria;2011M06;438
06 Cantabria;2011M05;418
06 Cantabria;2011M04;465
06 Cantabria;2011M03;529
06 Cantabria;2011M02;464
06 Cantabria;2011M01;583
06 Cantabria;2010M12;525
06 Cantabria;2010M11;465
06 Cantabria;2010M10;447
06 Cantabria;2010M09;403
06 Cantabria;2010M08;439
06 Cantabria;2010M07;412
06 Cantabria;2010M06;416
06 Cantabria;2010M05;432
06 Cantabria;2010M04;452
06 Cantabria;2010M03;483
06 Cantabria;2010M02;476
06 Cantabria;2010M01;516
06 Cantabria;2009M12;513
06 Cantabria;2009M11;468
06 Cantabria;2009M10;419
06 Cantabria;2009M09;393
06 Cantabria;2009M08;385
06 Cantabria;2009M07;433
06 Cantabria;2009M06;404
06 Cantabria;2009M05;421
06 Cantabria;2009M04;509
06 Cantabria;2009M03;507
06 Cantabria;2009M02;431
06 Cantabria;2009M01;630
06 Cantabria;2008M12;534
06 Cantabria;2008M11;473
06 Cantabria;2008M10;424
06 Cantabria;2008M09;399
06 Cantabria;2008M08;359
06 Cantabria;2008M07;427
06 Cantabria;2008M06;389
06 Cantabria;2008M05;455
06 Cantabria;2008M04;434
06 Cantabria;2008M03;445
06 Cantabria;2008M02;517
06 Cantabria;2008M01;666
06 Cantabria;2007M12;521
06 Cantabria;2007M11;518
06 Cantabria;2007M10;443
06 Cantabria;2007M09;409
06 Cantabria;2007M08;395
06 Cantabria;2007M07;440
06 Cantabria;2007M06;448
06 Cantabria;2007M05;437
06 Cantabria;2007M04;445
06 Cantabria;2007M03;502
06 Cantabria;2007M02;522
06 Cantabria;2007M01;535
06 Cantabria;2006M12;504
06 Cantabria;2006M11;426
06 Cantabria;2006M10;433
06 Cantabria;2006M09;406
06 Cantabria;2006M08;396
06 Cantabria;2006M07;476
06 Cantabria;2006M06;404
06 Cantabria;2006M05;451
06 Cantabria;2006M04;447
06 Cantabria;2006M03;508
06 Cantabria;2006M02;479
06 Cantabria;2006M01;519
06 Cantabria;2005M12;466
06 Cantabria;2005M11;411
06 Cantabria;2005M10;445
06 Cantabria;2005M09;383
06 Cantabria;2005M08;349
06 Cantabria;2005M07;370
06 Cantabria;2005M06;409
06 Cantabria;2005M05;395
06 Cantabria;2005M04;452
06 Cantabria;2005M03;500
06 Cantabria;2005M02;518
06 Cantabria;2005M01;672
06 Cantabria;2004M12;538
06 Cantabria;2004M11;406
06 Cantabria;2004M10;429
06 Cantabria;2004M09;385
06 Cantabria;2004M08;392
06 Cantabria;2004M07;383
06 Cantabria;2004M06;416
06 Cantabria;2004M05;417
06 Cantabria;2004M04;442
06 Cantabria;2004M03;491
06 Cantabria;2004M02;461
06 Cantabria;2004M01;454
06 Cantabria;2003M12;456
06 Cantabria;2003M11;471
06 Cantabria;2003M10;441
06 Cantabria;2003M09;443
06 Cantabria;2003M08;450
06 Cantabria;2003M07;433
06 Cantabria;2003M06;399
06 Cantabria;2003M05;441
06 Cantabria;2003M04;423
06 Cantabria;2003M03;483
06 Cantabria;2003M02;451
06 Cantabria;2003M01;508
06 Cantabria;2002M12;500
06 Cantabria;2002M11;415
06 Cantabria;2002M10;442
06 Cantabria;2002M09;380
06 Cantabria;2002M08;398
06 Cantabria;2002M07;398
06 Cantabria;2002M06;416
06 Cantabria;2002M05;437
06 Cantabria;2002M04;438
06 Cantabria;2002M03;491
06 Cantabria;2002M02;426
06 Cantabria;2002M01;537
06 Cantabria;2001M12;518
06 Cantabria;2001M11;416
06 Cantabria;2001M10;407
06 Cantabria;2001M09;353
06 Cantabria;2001M08;385
06 Cantabria;2001M07;383
06 Cantabria;2001M06;422
06 Cantabria;2001M05;433
06 Cantabria;2001M04;405
06 Cantabria;2001M03;475
06 Cantabria;2001M02;441
06 Cantabria;2001M01;439
06 Cantabria;2000M12;458
06 Cantabria;2000M11;399
06 Cantabria;2000M10;417
06 Cantabria;2000M09;364
06 Cantabria;2000M08;398
06 Cantabria;2000M07;396
06 Cantabria;2000M06;380
06 Cantabria;2000M05;398
06 Cantabria;2000M04;471
06 Cantabria;2000M03;463
06 Cantabria;2000M02;460
06 Cantabria;2000M01;731
06 Cantabria;1999M12;506
06 Cantabria;1999M11;411
06 Cantabria;1999M10;403
06 Cantabria;1999M09;412
06 Cantabria;1999M08;424
06 Cantabria;1999M07;384
06 Cantabria;1999M06;381
06 Cantabria;1999M05;397
06 Cantabria;1999M04;397
06 Cantabria;1999M03;486
06 Cantabria;1999M02;563
06 Cantabria;1999M01;621
06 Cantabria;1998M12;495
06 Cantabria;1998M11;475
